module_code,course_name,course_provider,course_level,module_name,difficulty_level,keywords,link,,,,,,,,
BL1242,Blockchain Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/intermediate,,,,,,,,
CL1243,Cloud Computing Course,Pluralsight,Expert,Introduction to Expert Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/expert,,,,,,,,
DA1244,Data Science Course,Google Developers,Intermediate,Introduction to Intermediate Data Science Course,Easy,"data science, big data, analysis, statistics",https://googledevelopers.com/data-science/intermediate,,,,,,,,
DE1245,DevOps Course,Google Developers,Expert,Advanced Topics in Expert DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/expert,,,,,,,,
CL1246,Cloud Computing Course,Google Developers,Expert,Intermediate Concepts in Expert Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/expert,,,,,,,,
SO1247,Software Engineering Course,Udemy,Intermediate,Introduction to Intermediate Software Engineering Course,Easy,"software engineering, programming, coding, development",https://udemy.com/software-engineering/intermediate,,,,,,,,
DE1248,DevOps Course,edX,Intermediate,Introduction to Intermediate DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/intermediate,,,,,,,,
AI1249,AI Course,Pluralsight,Expert,Advanced Topics in Expert AI Course,Hard,"AI, deep learning, machine learning",https://pluralsight.com/ai/expert,,,,,,,,
UI1250,UI/UX Design Course,LinkedIn Learning,Intermediate,Introduction to Intermediate UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/intermediate,,,,,,,,
AI1251,AI Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate AI Course,Hard,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/intermediate,,,,,,,,
IO1252,IoT Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate IoT Course,Medium,"IoT, internet of things, smart devices",https://linkedinlearning.com/iot/intermediate,,,,,,,,
SO1253,Software Engineering Course,Pluralsight,Beginner,Intermediate Concepts in Beginner Software Engineering Course,Medium,"software engineering, programming, coding, development",https://pluralsight.com/software-engineering/beginner,,,,,,,,
IO1254,IoT Course,LinkedIn Learning,Expert,Introduction to Expert IoT Course,Easy,"IoT, internet of things, smart devices",https://linkedinlearning.com/iot/expert,,,,,,,,
BL1255,Blockchain Course,Udemy,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/intermediate,,,,,,,,
IO1256,IoT Course,Google Developers,Intermediate,Advanced Topics in Intermediate IoT Course,Hard,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/intermediate,,,,,,,,
CY1257,Cybersecurity Course,edX,Expert,Intermediate Concepts in Expert Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/expert,,,,,,,,
SO1258,Software Engineering Course,edX,Expert,Intermediate Concepts in Expert Software Engineering Course,Medium,"software engineering, programming, coding, development",https://edx.com/software-engineering/expert,,,,,,,,
DE1259,DevOps Course,Coursera,Expert,Advanced Topics in Expert DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://coursera.com/devops/expert,,,,,,,,
CY1260,Cybersecurity Course,Pluralsight,Intermediate,Introduction to Intermediate Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://pluralsight.com/cybersecurity/intermediate,,,,,,,,
IO1261,IoT Course,Pluralsight,Beginner,Intermediate Concepts in Beginner IoT Course,Medium,"IoT, internet of things, smart devices",https://pluralsight.com/iot/beginner,,,,,,,,
BL1262,Blockchain Course,Google Developers,Expert,Introduction to Expert Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://googledevelopers.com/blockchain/expert,,,,,,,,
BL1263,Blockchain Course,Udemy,Beginner,Intermediate Concepts in Beginner Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/beginner,,,,,,,,
CL1264,Cloud Computing Course,Google Developers,Expert,Introduction to Expert Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/expert,,,,,,,,
CL1265,Cloud Computing Course,LinkedIn Learning,Expert,Advanced Topics in Expert Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/expert,,,,,,,,
WE1266,Web Development Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Web Development Course,Medium,"web development, frontend, backend, full-stack",https://udemy.com/web-development/intermediate,,,,,,,,
DE1267,DevOps Course,edX,Intermediate,Intermediate Concepts in Intermediate DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/intermediate,,,,,,,,
CL1268,Cloud Computing Course,edX,Intermediate,Introduction to Intermediate Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/intermediate,,,,,,,,
DA1269,Data Science Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Data Science Course,Easy,"data science, big data, analysis, statistics",https://linkedinlearning.com/data-science/intermediate,,,,,,,,
BL1270,Blockchain Course,Pluralsight,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/intermediate,,,,,,,,
UI1271,UI/UX Design Course,Coursera,Beginner,Intermediate Concepts in Beginner UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/beginner,,,,,,,,
WE1272,Web Development Course,Pluralsight,Expert,Advanced Topics in Expert Web Development Course,Hard,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/expert,,,,,,,,
MA1273,Machine Learning Course,edX,Beginner,Introduction to Beginner Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/beginner,,,,,,,,
DE1274,DevOps Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/beginner,,,,,,,,
CL1275,Cloud Computing Course,Udemy,Expert,Intermediate Concepts in Expert Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/expert,,,,,,,,
CL1276,Cloud Computing Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/expert,,,,,,,,
MA1277,Machine Learning Course,Udemy,Beginner,Intermediate Concepts in Beginner Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://udemy.com/machine-learning/beginner,,,,,,,,
DA1278,Data Science Course,Udemy,Expert,Advanced Topics in Expert Data Science Course,Hard,"data science, big data, analysis, statistics",https://udemy.com/data-science/expert,,,,,,,,
WE1279,Web Development Course,Coursera,Intermediate,Introduction to Intermediate Web Development Course,Easy,"web development, frontend, backend, full-stack",https://coursera.com/web-development/intermediate,,,,,,,,
BL1280,Blockchain Course,Udemy,Beginner,Introduction to Beginner Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/beginner,,,,,,,,
DA1281,Data Science Course,Pluralsight,Expert,Intermediate Concepts in Expert Data Science Course,Medium,"data science, big data, analysis, statistics",https://pluralsight.com/data-science/expert,,,,,,,,
WE1282,Web Development Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner Web Development Course,Hard,"web development, frontend, backend, full-stack",https://linkedinlearning.com/web-development/beginner,,,,,,,,
SO1283,Software Engineering Course,Google Developers,Intermediate,Advanced Topics in Intermediate Software Engineering Course,Hard,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/intermediate,,,,,,,,
BL1284,Blockchain Course,Udemy,Beginner,Intermediate Concepts in Beginner Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/beginner,,,,,,,,
DA1285,Data Science Course,Coursera,Intermediate,Advanced Topics in Intermediate Data Science Course,Hard,"data science, big data, analysis, statistics",https://coursera.com/data-science/intermediate,,,,,,,,
MO1286,Mobile App Development Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://pluralsight.com/mobile-app-development/intermediate,,,,,,,,
DE1287,DevOps Course,edX,Beginner,Intermediate Concepts in Beginner DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/beginner,,,,,,,,
DE1288,DevOps Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/expert,,,,,,,,
WE1289,Web Development Course,Coursera,Intermediate,Advanced Topics in Intermediate Web Development Course,Hard,"web development, frontend, backend, full-stack",https://coursera.com/web-development/intermediate,,,,,,,,
CY1290,Cybersecurity Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://pluralsight.com/cybersecurity/intermediate,,,,,,,,
DE1291,DevOps Course,Google Developers,Expert,Introduction to Expert DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/expert,,,,,,,,
WE1292,Web Development Course,Coursera,Intermediate,Introduction to Intermediate Web Development Course,Easy,"web development, frontend, backend, full-stack",https://coursera.com/web-development/intermediate,,,,,,,,
IO1293,IoT Course,Google Developers,Intermediate,Advanced Topics in Intermediate IoT Course,Hard,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/intermediate,,,,,,,,
MA1294,Machine Learning Course,edX,Intermediate,Intermediate Concepts in Intermediate Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/intermediate,,,,,,,,
CY1295,Cybersecurity Course,Pluralsight,Intermediate,Advanced Topics in Intermediate Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://pluralsight.com/cybersecurity/intermediate,,,,,,,,
MA1296,Machine Learning Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/expert,,,,,,,,
AI1297,AI Course,Pluralsight,Beginner,Advanced Topics in Beginner AI Course,Hard,"AI, deep learning, machine learning",https://pluralsight.com/ai/beginner,,,,,,,,
DE1298,DevOps Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/beginner,,,,,,,,
SO1299,Software Engineering Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate Software Engineering Course,Medium,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/intermediate,,,,,,,,
IO1300,IoT Course,Pluralsight,Expert,Introduction to Expert IoT Course,Easy,"IoT, internet of things, smart devices",https://pluralsight.com/iot/expert,,,,,,,,
IO1301,IoT Course,Udemy,Intermediate,Introduction to Intermediate IoT Course,Easy,"IoT, internet of things, smart devices",https://udemy.com/iot/intermediate,,,,,,,,
CL1302,Cloud Computing Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/expert,,,,,,,,
CY1303,Cybersecurity Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/expert,,,,,,,,
AI1304,AI Course,edX,Beginner,Advanced Topics in Beginner AI Course,Hard,"AI, deep learning, machine learning",https://edx.com/ai/beginner,,,,,,,,
BL1305,Blockchain Course,Pluralsight,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/intermediate,,,,,,,,
CL1306,Cloud Computing Course,Coursera,Beginner,Introduction to Beginner Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://coursera.com/cloud-computing/beginner,,,,,,,,
DE1307,DevOps Course,Google Developers,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/beginner,,,,,,,,
SO1308,Software Engineering Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate Software Engineering Course,Medium,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/intermediate,,,,,,,,
BL1309,Blockchain Course,Udemy,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/intermediate,,,,,,,,
SO1310,Software Engineering Course,edX,Expert,Introduction to Expert Software Engineering Course,Easy,"software engineering, programming, coding, development",https://edx.com/software-engineering/expert,,,,,,,,
MO1311,Mobile App Development Course,Udemy,Intermediate,Advanced Topics in Intermediate Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://udemy.com/mobile-app-development/intermediate,,,,,,,,
IO1312,IoT Course,Pluralsight,Expert,Introduction to Expert IoT Course,Easy,"IoT, internet of things, smart devices",https://pluralsight.com/iot/expert,,,,,,,,
UI1313,UI/UX Design Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/intermediate,,,,,,,,
CY1314,Cybersecurity Course,Pluralsight,Beginner,Intermediate Concepts in Beginner Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://pluralsight.com/cybersecurity/beginner,,,,,,,,
DA1315,Data Science Course,edX,Expert,Advanced Topics in Expert Data Science Course,Hard,"data science, big data, analysis, statistics",https://edx.com/data-science/expert,,,,,,,,
AI1316,AI Course,edX,Beginner,Intermediate Concepts in Beginner AI Course,Medium,"AI, deep learning, machine learning",https://edx.com/ai/beginner,,,,,,,,
CY1317,Cybersecurity Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Cybersecurity Course,Medium,"cybersecurity, information security, encryption",https://udemy.com/cybersecurity/intermediate,,,,,,,,
MA1318,Machine Learning Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/intermediate,,,,,,,,
UI1319,UI/UX Design Course,Google Developers,Intermediate,Introduction to Intermediate UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://googledevelopers.com/ui/ux-design/intermediate,,,,,,,,
IO1320,IoT Course,Udemy,Expert,Intermediate Concepts in Expert IoT Course,Medium,"IoT, internet of things, smart devices",https://udemy.com/iot/expert,,,,,,,,
AI1321,AI Course,Pluralsight,Beginner,Intermediate Concepts in Beginner AI Course,Medium,"AI, deep learning, machine learning",https://pluralsight.com/ai/beginner,,,,,,,,
IO1322,IoT Course,edX,Intermediate,Intermediate Concepts in Intermediate IoT Course,Medium,"IoT, internet of things, smart devices",https://edx.com/iot/intermediate,,,,,,,,
MA1323,Machine Learning Course,Udemy,Beginner,Introduction to Beginner Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://udemy.com/machine-learning/beginner,,,,,,,,
DA1324,Data Science Course,Pluralsight,Intermediate,Advanced Topics in Intermediate Data Science Course,Hard,"data science, big data, analysis, statistics",https://pluralsight.com/data-science/intermediate,,,,,,,,
UI1325,UI/UX Design Course,Udemy,Intermediate,Advanced Topics in Intermediate UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/intermediate,,,,,,,,
DE1326,DevOps Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/intermediate,,,,,,,,
UI1327,UI/UX Design Course,LinkedIn Learning,Expert,Introduction to Expert UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/expert,,,,,,,,
BL1328,Blockchain Course,Google Developers,Expert,Advanced Topics in Expert Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://googledevelopers.com/blockchain/expert,,,,,,,,
WE1329,Web Development Course,Google Developers,Expert,Introduction to Expert Web Development Course,Easy,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/expert,,,,,,,,
UI1330,UI/UX Design Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://googledevelopers.com/ui/ux-design/intermediate,,,,,,,,
AI1331,AI Course,Udemy,Beginner,Introduction to Beginner AI Course,Easy,"AI, deep learning, machine learning",https://udemy.com/ai/beginner,,,,,,,,
MO1332,Mobile App Development Course,Pluralsight,Beginner,Intermediate Concepts in Beginner Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://pluralsight.com/mobile-app-development/beginner,,,,,,,,
WE1333,Web Development Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Web Development Course,Medium,"web development, frontend, backend, full-stack",https://udemy.com/web-development/intermediate,,,,,,,,
AI1334,AI Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert AI Course,Medium,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/expert,,,,,,,,
AI1335,AI Course,edX,Expert,Intermediate Concepts in Expert AI Course,Medium,"AI, deep learning, machine learning",https://edx.com/ai/expert,,,,,,,,
DA1336,Data Science Course,Udemy,Intermediate,Introduction to Intermediate Data Science Course,Easy,"data science, big data, analysis, statistics",https://udemy.com/data-science/intermediate,,,,,,,,
IO1337,IoT Course,Coursera,Intermediate,Advanced Topics in Intermediate IoT Course,Hard,"IoT, internet of things, smart devices",https://coursera.com/iot/intermediate,,,,,,,,
MA1338,Machine Learning Course,Google Developers,Beginner,Introduction to Beginner Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://googledevelopers.com/machine-learning/beginner,,,,,,,,
MO1339,Mobile App Development Course,LinkedIn Learning,Expert,Introduction to Expert Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://linkedinlearning.com/mobile-app-development/expert,,,,,,,,
BL1340,Blockchain Course,edX,Intermediate,Introduction to Intermediate Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://edx.com/blockchain/intermediate,,,,,,,,
IO1341,IoT Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner IoT Course,Hard,"IoT, internet of things, smart devices",https://linkedinlearning.com/iot/beginner,,,,,,,,
CL1342,Cloud Computing Course,Pluralsight,Beginner,Advanced Topics in Beginner Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/beginner,,,,,,,,
DA1343,Data Science Course,Pluralsight,Intermediate,Advanced Topics in Intermediate Data Science Course,Hard,"data science, big data, analysis, statistics",https://pluralsight.com/data-science/intermediate,,,,,,,,
AI1344,AI Course,Google Developers,Intermediate,Introduction to Intermediate AI Course,Easy,"AI, deep learning, machine learning",https://googledevelopers.com/ai/intermediate,,,,,,,,
MA1345,Machine Learning Course,edX,Intermediate,Introduction to Intermediate Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/intermediate,,,,,,,,
SO1346,Software Engineering Course,Pluralsight,Beginner,Advanced Topics in Beginner Software Engineering Course,Hard,"software engineering, programming, coding, development",https://pluralsight.com/software-engineering/beginner,,,,,,,,
MA1347,Machine Learning Course,edX,Intermediate,Advanced Topics in Intermediate Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/intermediate,,,,,,,,
AI1348,AI Course,edX,Expert,Introduction to Expert AI Course,Easy,"AI, deep learning, machine learning",https://edx.com/ai/expert,,,,,,,,
BL1349,Blockchain Course,LinkedIn Learning,Expert,Advanced Topics in Expert Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://linkedinlearning.com/blockchain/expert,,,,,,,,
DE1350,DevOps Course,LinkedIn Learning,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/beginner,,,,,,,,
AI1351,AI Course,Pluralsight,Beginner,Introduction to Beginner AI Course,Easy,"AI, deep learning, machine learning",https://pluralsight.com/ai/beginner,,,,,,,,
UI1352,UI/UX Design Course,Udemy,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://udemy.com/ui/ux-design/intermediate,,,,,,,,
WE1353,Web Development Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner Web Development Course,Hard,"web development, frontend, backend, full-stack",https://linkedinlearning.com/web-development/beginner,,,,,,,,
DE1354,DevOps Course,Udemy,Intermediate,Introduction to Intermediate DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://udemy.com/devops/intermediate,,,,,,,,
WE1355,Web Development Course,Pluralsight,Beginner,Intermediate Concepts in Beginner Web Development Course,Medium,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/beginner,,,,,,,,
WE1356,Web Development Course,Udemy,Beginner,Introduction to Beginner Web Development Course,Easy,"web development, frontend, backend, full-stack",https://udemy.com/web-development/beginner,,,,,,,,
WE1357,Web Development Course,Pluralsight,Expert,Intermediate Concepts in Expert Web Development Course,Medium,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/expert,,,,,,,,
WE1358,Web Development Course,Coursera,Beginner,Introduction to Beginner Web Development Course,Easy,"web development, frontend, backend, full-stack",https://coursera.com/web-development/beginner,,,,,,,,
AI1359,AI Course,LinkedIn Learning,Expert,Introduction to Expert AI Course,Easy,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/expert,,,,,,,,
MA1360,Machine Learning Course,edX,Expert,Intermediate Concepts in Expert Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/expert,,,,,,,,
BL1361,Blockchain Course,Coursera,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://coursera.com/blockchain/intermediate,,,,,,,,
BL1362,Blockchain Course,Pluralsight,Beginner,Advanced Topics in Beginner Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/beginner,,,,,,,,
AI1363,AI Course,Coursera,Expert,Advanced Topics in Expert AI Course,Hard,"AI, deep learning, machine learning",https://coursera.com/ai/expert,,,,,,,,
DE1364,DevOps Course,Pluralsight,Intermediate,Advanced Topics in Intermediate DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/intermediate,,,,,,,,
BL1365,Blockchain Course,Coursera,Expert,Intermediate Concepts in Expert Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://coursera.com/blockchain/expert,,,,,,,,
UI1366,UI/UX Design Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://pluralsight.com/ui/ux-design/intermediate,,,,,,,,
UI1367,UI/UX Design Course,LinkedIn Learning,Beginner,Introduction to Beginner UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/beginner,,,,,,,,
DE1368,DevOps Course,edX,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/beginner,,,,,,,,
AI1369,AI Course,Udemy,Intermediate,Intermediate Concepts in Intermediate AI Course,Medium,"AI, deep learning, machine learning",https://udemy.com/ai/intermediate,,,,,,,,
WE1370,Web Development Course,Google Developers,Beginner,Introduction to Beginner Web Development Course,Easy,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/beginner,,,,,,,,
UI1371,UI/UX Design Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/intermediate,,,,,,,,
IO1372,IoT Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate IoT Course,Medium,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/intermediate,,,,,,,,
MA1373,Machine Learning Course,Udemy,Beginner,Advanced Topics in Beginner Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://udemy.com/machine-learning/beginner,,,,,,,,
UI1374,UI/UX Design Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/intermediate,,,,,,,,
MO1375,Mobile App Development Course,Google Developers,Expert,Intermediate Concepts in Expert Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/expert,,,,,,,,
BL1376,Blockchain Course,edX,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://edx.com/blockchain/intermediate,,,,,,,,
IO1377,IoT Course,Coursera,Beginner,Advanced Topics in Beginner IoT Course,Hard,"IoT, internet of things, smart devices",https://coursera.com/iot/beginner,,,,,,,,
DE1378,DevOps Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/beginner,,,,,,,,
MA1379,Machine Learning Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/intermediate,,,,,,,,
CY1380,Cybersecurity Course,Coursera,Expert,Advanced Topics in Expert Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://coursera.com/cybersecurity/expert,,,,,,,,
WE1381,Web Development Course,edX,Beginner,Introduction to Beginner Web Development Course,Easy,"web development, frontend, backend, full-stack",https://edx.com/web-development/beginner,,,,,,,,
IO1382,IoT Course,edX,Beginner,Intermediate Concepts in Beginner IoT Course,Medium,"IoT, internet of things, smart devices",https://edx.com/iot/beginner,,,,,,,,
DA1383,Data Science Course,Udemy,Intermediate,Introduction to Intermediate Data Science Course,Easy,"data science, big data, analysis, statistics",https://udemy.com/data-science/intermediate,,,,,,,,
WE1384,Web Development Course,Udemy,Intermediate,Advanced Topics in Intermediate Web Development Course,Hard,"web development, frontend, backend, full-stack",https://udemy.com/web-development/intermediate,,,,,,,,
AI1385,AI Course,Udemy,Beginner,Introduction to Beginner AI Course,Easy,"AI, deep learning, machine learning",https://udemy.com/ai/beginner,,,,,,,,
DE1386,DevOps Course,edX,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/beginner,,,,,,,,
CY1387,Cybersecurity Course,edX,Expert,Introduction to Expert Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/expert,,,,,,,,
SO1388,Software Engineering Course,Coursera,Intermediate,Advanced Topics in Intermediate Software Engineering Course,Hard,"software engineering, programming, coding, development",https://coursera.com/software-engineering/intermediate,,,,,,,,
BL1389,Blockchain Course,Coursera,Intermediate,Intermediate Concepts in Intermediate Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://coursera.com/blockchain/intermediate,,,,,,,,
BL1390,Blockchain Course,Udemy,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/intermediate,,,,,,,,
SO1391,Software Engineering Course,Coursera,Intermediate,Introduction to Intermediate Software Engineering Course,Easy,"software engineering, programming, coding, development",https://coursera.com/software-engineering/intermediate,,,,,,,,
UI1392,UI/UX Design Course,Pluralsight,Intermediate,Advanced Topics in Intermediate UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://pluralsight.com/ui/ux-design/intermediate,,,,,,,,
SO1393,Software Engineering Course,edX,Expert,Intermediate Concepts in Expert Software Engineering Course,Medium,"software engineering, programming, coding, development",https://edx.com/software-engineering/expert,,,,,,,,
MO1394,Mobile App Development Course,edX,Intermediate,Advanced Topics in Intermediate Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://edx.com/mobile-app-development/intermediate,,,,,,,,
